grade,subject,chapter_file,pages_detected,removed_header_footer_count,orig_chars,clean_chars,cleaned_path,error
Grade_7,Science,Grade_7\Science\Chapter_6.txt,16,15,25991,24944,Grade_7\Science\Chapter_6.txt,
Grade_7,Science,Grade_7\Science\Chapter_7.txt,16,15,27702,26802,Grade_7\Science\Chapter_7.txt,
Grade_7,Science,Grade_7\Science\Chapter_8.txt,16,15,26451,25084,Grade_7\Science\Chapter_8.txt,
Grade_7,Science,Grade_7\Science\Chapter_9.txt,16,15,30608,29636,Grade_7\Science\Chapter_9.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_1.txt,27,0,28942,28129,Grade_7\Social_Science\Chapter_1.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_10.txt,20,0,27577,26946,Grade_7\Social_Science\Chapter_10.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_11.txt,18,0,21273,20601,Grade_7\Social_Science\Chapter_11.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_12.txt,25,0,32613,31808,Grade_7\Social_Science\Chapter_12.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_2.txt,18,0,21697,21076,Grade_7\Social_Science\Chapter_2.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_3.txt,22,0,29892,29233,Grade_7\Social_Science\Chapter_3.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_4.txt,16,0,19490,19133,Grade_7\Social_Science\Chapter_4.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_5.txt,34,0,42040,40974,Grade_7\Social_Science\Chapter_5.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_6.txt,29,0,32165,31249,Grade_7\Social_Science\Chapter_6.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_7.txt,22,0,30109,29386,Grade_7\Social_Science\Chapter_7.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_8.txt,18,0,25627,25053,Grade_7\Social_Science\Chapter_8.txt,
Grade_7,Social_Science,Grade_7\Social_Science\Chapter_9.txt,25,0,36445,35648,Grade_7\Social_Science\Chapter_9.txt,
Grade_7,Urdu,Grade_7\Urdu\Chapter_1.txt,29,0,18128,17795,Grade_7\Urdu\Chapter_1.txt,
Grade_7,Urdu,Grade_7\Urdu\Chapter_2.txt,36,0,26479,25734,Grade_7\Urdu\Chapter_2.txt,
Grade_7,Urdu,Grade_7\Urdu\Chapter_3.txt,32,10,27515,26543,Grade_7\Urdu\Chapter_3.txt,
Grade_7,Urdu,Grade_7\Urdu\Chapter_4.txt,58,0,33276,32546,Grade_7\Urdu\Chapter_4.txt,
Grade_7,Urdu,Grade_7\Urdu\Chapter_5.txt,48,0,33104,32576,Grade_7\Urdu\Chapter_5.txt,
Grade_7,Urdu,Grade_7\Urdu\Chapter_6.txt,68,0,77243,76242,Grade_7\Urdu\Chapter_6.txt,
Grade_7,Urdu,Grade_7\Urdu\Chapter_7.txt,137,0,117929,115924,Grade_7\Urdu\Chapter_7.txt,
Grade_7,Vocational_Education,Grade_7\Vocational_Education\Chapter_1.txt,24,0,33182,25079,Grade_7\Vocational_Education\Chapter_1.txt,
Grade_7,Vocational_Education,Grade_7\Vocational_Education\Chapter_2.txt,24,0,36386,31094,Grade_7\Vocational_Education\Chapter_2.txt,
Grade_7,Vocational_Education,Grade_7\Vocational_Education\Chapter_3.txt,34,0,38826,31835,Grade_7\Vocational_Education\Chapter_3.txt,
Grade_7,Vocational_Education,Grade_7\Vocational_Education\Chapter_4.txt,24,0,32992,27719,Grade_7\Vocational_Education\Chapter_4.txt,
Grade_7,Vocational_Education,Grade_7\Vocational_Education\Chapter_5.txt,31,0,37980,32390,Grade_7\Vocational_Education\Chapter_5.txt,
Grade_7,Vocational_Education,Grade_7\Vocational_Education\Chapter_6.txt,23,0,34921,28442,Grade_7\Vocational_Education\Chapter_6.txt,
Grade_7,Vocational_Education,Grade_7\Vocational_Education\Chapter_7.txt,34,13,43843,42764,Grade_7\Vocational_Education\Chapter_7.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_1.txt,16,0,19821,19383,Grade_8\Arts\Chapter_1.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_10.txt,18,0,14645,14302,Grade_8\Arts\Chapter_10.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_11.txt,12,0,11889,11622,Grade_8\Arts\Chapter_11.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_12.txt,10,0,12068,11791,Grade_8\Arts\Chapter_12.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_13.txt,8,0,10127,9939,Grade_8\Arts\Chapter_13.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_14.txt,10,0,8644,8292,Grade_8\Arts\Chapter_14.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_15.txt,15,0,12658,12280,Grade_8\Arts\Chapter_15.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_16.txt,9,0,8255,8051,Grade_8\Arts\Chapter_16.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_17.txt,12,0,9761,9501,Grade_8\Arts\Chapter_17.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_18.txt,9,0,8318,8137,Grade_8\Arts\Chapter_18.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_19.txt,8,0,7493,7161,Grade_8\Arts\Chapter_19.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_2.txt,10,0,13655,13368,Grade_8\Arts\Chapter_2.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_3.txt,19,0,26157,25765,Grade_8\Arts\Chapter_3.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_4.txt,8,0,10081,9733,Grade_8\Arts\Chapter_4.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_5.txt,12,0,12577,12037,Grade_8\Arts\Chapter_5.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_6.txt,9,0,8871,8554,Grade_8\Arts\Chapter_6.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_7.txt,13,0,9272,7781,Grade_8\Arts\Chapter_7.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_8.txt,7,0,7006,6811,Grade_8\Arts\Chapter_8.txt,
Grade_8,Arts,Grade_8\Arts\Chapter_9.txt,9,0,11025,10726,Grade_8\Arts\Chapter_9.txt,
Grade_8,English,Grade_8\English\Chapter_1.txt,48,36,66866,65625,Grade_8\English\Chapter_1.txt,
Grade_8,English,Grade_8\English\Chapter_2.txt,52,41,74197,72527,Grade_8\English\Chapter_2.txt,
Grade_8,English,Grade_8\English\Chapter_3.txt,54,45,74855,72694,Grade_8\English\Chapter_3.txt,
Grade_8,English,Grade_8\English\Chapter_4.txt,50,42,70448,68851,Grade_8\English\Chapter_4.txt,
Grade_8,English,Grade_8\English\Chapter_5.txt,48,33,68247,66798,Grade_8\English\Chapter_5.txt,
Grade_8,Hindi,Grade_8\Hindi\Chapter_1.txt,28,0,11817,11553,Grade_8\Hindi\Chapter_1.txt,
Grade_8,Hindi,Grade_8\Hindi\Chapter_10.txt,53,0,29935,29323,Grade_8\Hindi\Chapter_10.txt,
Grade_8,Hindi,Grade_8\Hindi\Chapter_2.txt,23,10,37226,36703,Grade_8\Hindi\Chapter_2.txt,
Grade_8,Hindi,Grade_8\Hindi\Chapter_3.txt,9,4,9891,9671,Grade_8\Hindi\Chapter_3.txt,
Grade_8,Hindi,Grade_8\Hindi\Chapter_4.txt,18,9,29209,28851,Grade_8\Hindi\Chapter_4.txt,
Grade_8,Hindi,Grade_8\Hindi\Chapter_5.txt,13,6,22315,22136,Grade_8\Hindi\Chapter_5.txt,
Grade_8,Hindi,Grade_8\Hindi\Chapter_6.txt,15,7,24107,23637,Grade_8\Hindi\Chapter_6.txt,
Grade_8,Hindi,Grade_8\Hindi\Chapter_7.txt,14,7,20374,20037,Grade_8\Hindi\Chapter_7.txt,
Grade_8,Hindi,Grade_8\Hindi\Chapter_8.txt,21,10,35016,34338,Grade_8\Hindi\Chapter_8.txt,
Grade_8,Hindi,Grade_8\Hindi\Chapter_9.txt,14,6,16563,16187,Grade_8\Hindi\Chapter_9.txt,
Grade_8,Mathematics,Grade_8\Mathematics\Chapter_1.txt,18,16,25940,24979,Grade_8\Mathematics\Chapter_1.txt,
Grade_8,Mathematics,Grade_8\Mathematics\Chapter_2.txt,29,27,43291,41462,Grade_8\Mathematics\Chapter_2.txt,
Grade_8,Mathematics,Grade_8\Mathematics\Chapter_3.txt,33,32,45298,43267,Grade_8\Mathematics\Chapter_3.txt,
Grade_8,Mathematics,Grade_8\Mathematics\Chapter_4.txt,30,29,36121,34984,Grade_8\Mathematics\Chapter_4.txt,
Grade_8,Mathematics,Grade_8\Mathematics\Chapter_5.txt,24,22,35780,33837,Grade_8\Mathematics\Chapter_5.txt,
Grade_8,Mathematics,Grade_8\Mathematics\Chapter_6.txt,23,21,31083,27655,Grade_8\Mathematics\Chapter_6.txt,
Grade_8,Mathematics,Grade_8\Mathematics\Chapter_7.txt,22,18,31120,30042,Grade_8\Mathematics\Chapter_7.txt,
Grade_8,Physical_Education,Grade_8\Physical_Education\Chapter_1.txt,28,10,25423,24506,Grade_8\Physical_Education\Chapter_1.txt,
Grade_8,Physical_Education,Grade_8\Physical_Education\Chapter_2.txt,22,7,18493,17711,Grade_8\Physical_Education\Chapter_2.txt,
Grade_8,Physical_Education,Grade_8\Physical_Education\Chapter_3.txt,36,12,28089,26789,Grade_8\Physical_Education\Chapter_3.txt,
Grade_8,Physical_Education,Grade_8\Physical_Education\Chapter_4.txt,42,0,39365,37911,Grade_8\Physical_Education\Chapter_4.txt,
Grade_8,Physical_Education,Grade_8\Physical_Education\Chapter_5.txt,32,0,26104,25045,Grade_8\Physical_Education\Chapter_5.txt,
Grade_8,Physical_Education,Grade_8\Physical_Education\Chapter_6.txt,66,0,78238,76529,Grade_8\Physical_Education\Chapter_6.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_1.txt,9,4,12810,10813,Grade_8\Sanskrit\Chapter_1.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_10.txt,13,10,19079,13482,Grade_8\Sanskrit\Chapter_10.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_11.txt,13,10,17995,11201,Grade_8\Sanskrit\Chapter_11.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_12.txt,9,8,12273,9894,Grade_8\Sanskrit\Chapter_12.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_13.txt,13,11,16082,14497,Grade_8\Sanskrit\Chapter_13.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_14.txt,7,3,10536,9847,Grade_8\Sanskrit\Chapter_14.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_15.txt,7,6,8377,8185,Grade_8\Sanskrit\Chapter_15.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_16.txt,8,7,7722,7562,Grade_8\Sanskrit\Chapter_16.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_17.txt,16,0,21931,21471,Grade_8\Sanskrit\Chapter_17.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_2.txt,14,12,20893,15913,Grade_8\Sanskrit\Chapter_2.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_3.txt,12,11,15727,13254,Grade_8\Sanskrit\Chapter_3.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_4.txt,13,12,12883,9784,Grade_8\Sanskrit\Chapter_4.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_5.txt,12,5,16142,12489,Grade_8\Sanskrit\Chapter_5.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_6.txt,14,13,18310,15562,Grade_8\Sanskrit\Chapter_6.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_7.txt,10,9,11707,9326,Grade_8\Sanskrit\Chapter_7.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_8.txt,12,4,17102,12486,Grade_8\Sanskrit\Chapter_8.txt,
Grade_8,Sanskrit,Grade_8\Sanskrit\Chapter_9.txt,14,12,18650,15419,Grade_8\Sanskrit\Chapter_9.txt,
Grade_8,Science,Grade_8\Science\Chapter_1.txt,7,4,12365,11810,Grade_8\Science\Chapter_1.txt,
Grade_8,Science,Grade_8\Science\Chapter_10.txt,18,9,31392,29579,Grade_8\Science\Chapter_10.txt,
Grade_8,Science,Grade_8\Science\Chapter_11.txt,20,10,40530,38067,Grade_8\Science\Chapter_11.txt,
Grade_8,Science,Grade_8\Science\Chapter_12.txt,20,10,38009,35997,Grade_8\Science\Chapter_12.txt,
Grade_8,Science,Grade_8\Science\Chapter_13.txt,19,9,40193,38160,Grade_8\Science\Chapter_13.txt,
Grade_8,Science,Grade_8\Science\Chapter_2.txt,20,10,39715,37634,Grade_8\Science\Chapter_2.txt,
Grade_8,Science,Grade_8\Science\Chapter_3.txt,18,9,32853,30798,Grade_8\Science\Chapter_3.txt,
Grade_8,Science,Grade_8\Science\Chapter_4.txt,16,8,29567,27757,Grade_8\Science\Chapter_4.txt,
Grade_8,Science,Grade_8\Science\Chapter_5.txt,18,9,32185,30535,Grade_8\Science\Chapter_5.txt,
Grade_8,Science,Grade_8\Science\Chapter_6.txt,18,9,34450,32173,Grade_8\Science\Chapter_6.txt,
Grade_8,Science,Grade_8\Science\Chapter_7.txt,18,9,29402,27597,Grade_8\Science\Chapter_7.txt,
Grade_8,Science,Grade_8\Science\Chapter_8.txt,18,9,32809,30713,Grade_8\Science\Chapter_8.txt,
Grade_8,Science,Grade_8\Science\Chapter_9.txt,18,9,34532,32455,Grade_8\Science\Chapter_9.txt,
Grade_8,Social_Science,Grade_8\Social_Science\Chapter_1.txt,20,0,30792,30270,Grade_8\Social_Science\Chapter_1.txt,
Grade_8,Social_Science,Grade_8\Social_Science\Chapter_2.txt,40,0,54583,53378,Grade_8\Social_Science\Chapter_2.txt,
Grade_8,Social_Science,Grade_8\Social_Science\Chapter_3.txt,22,0,32677,31980,Grade_8\Social_Science\Chapter_3.txt,
Grade_8,Social_Science,Grade_8\Social_Science\Chapter_4.txt,34,0,53442,52374,Grade_8\Social_Science\Chapter_4.txt,
Grade_8,Social_Science,Grade_8\Social_Science\Chapter_5.txt,22,19,29293,27674,Grade_8\Social_Science\Chapter_5.txt,
Grade_8,Social_Science,Grade_8\Social_Science\Chapter_6.txt,24,0,36701,35971,Grade_8\Social_Science\Chapter_6.txt,
Grade_8,Social_Science,Grade_8\Social_Science\Chapter_7.txt,21,0,29586,28956,Grade_8\Social_Science\Chapter_7.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_1.txt,9,0,9122,8359,Grade_8\Urdu\Chapter_1.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_10.txt,2,0,1757,1751,Grade_8\Urdu\Chapter_10.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_11.txt,10,0,7219,6589,Grade_8\Urdu\Chapter_11.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_12.txt,13,0,16212,15678,Grade_8\Urdu\Chapter_12.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_13.txt,11,0,13737,13357,Grade_8\Urdu\Chapter_13.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_14.txt,10,0,14361,13894,Grade_8\Urdu\Chapter_14.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_15.txt,2,0,1124,902,Grade_8\Urdu\Chapter_15.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_16.txt,8,0,5920,5354,Grade_8\Urdu\Chapter_16.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_17.txt,10,0,11826,11456,Grade_8\Urdu\Chapter_17.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_18.txt,10,0,13965,13649,Grade_8\Urdu\Chapter_18.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_19.txt,2,0,3962,3932,Grade_8\Urdu\Chapter_19.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_2.txt,12,0,13706,13038,Grade_8\Urdu\Chapter_2.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_20.txt,9,0,10866,10476,Grade_8\Urdu\Chapter_20.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_21.txt,5,3,1406,1126,Grade_8\Urdu\Chapter_21.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_3.txt,11,0,14150,13643,Grade_8\Urdu\Chapter_3.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_4.txt,8,0,11327,10875,Grade_8\Urdu\Chapter_4.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_5.txt,1,0,761,651,Grade_8\Urdu\Chapter_5.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_6.txt,7,0,5623,5040,Grade_8\Urdu\Chapter_6.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_7.txt,11,0,13079,12677,Grade_8\Urdu\Chapter_7.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_8.txt,11,0,13760,13019,Grade_8\Urdu\Chapter_8.txt,
Grade_8,Urdu,Grade_8\Urdu\Chapter_9.txt,10,0,12195,11791,Grade_8\Urdu\Chapter_9.txt,
Grade_8,Vocational_Education,Grade_8\Vocational_Education\Chapter_1.txt,30,28,37605,32452,Grade_8\Vocational_Education\Chapter_1.txt,
Grade_8,Vocational_Education,Grade_8\Vocational_Education\Chapter_2.txt,28,27,45550,35300,Grade_8\Vocational_Education\Chapter_2.txt,
Grade_8,Vocational_Education,Grade_8\Vocational_Education\Chapter_3.txt,24,23,32151,25855,Grade_8\Vocational_Education\Chapter_3.txt,
Grade_8,Vocational_Education,Grade_8\Vocational_Education\Chapter_4.txt,24,24,31819,25570,Grade_8\Vocational_Education\Chapter_4.txt,
Grade_8,Vocational_Education,Grade_8\Vocational_Education\Chapter_5.txt,28,27,36627,31980,Grade_8\Vocational_Education\Chapter_5.txt,
Grade_8,Vocational_Education,Grade_8\Vocational_Education\Chapter_6.txt,27,0,35836,28438,Grade_8\Vocational_Education\Chapter_6.txt,
Grade_8,Vocational_Education,Grade_8\Vocational_Education\Chapter_7.txt,3,6,3603,3319,Grade_8\Vocational_Education\Chapter_7.txt,
Grade_8,Vocational_Education,Grade_8\Vocational_Education\Chapter_8.txt,37,28,57665,57094,Grade_8\Vocational_Education\Chapter_8.txt,
Grade_9,English,Grade_9\English\Chapter_1.txt,42,42,69015,67950,Grade_9\English\Chapter_1.txt,
Grade_9,English,Grade_9\English\Chapter_2.txt,37,37,59671,58678,Grade_9\English\Chapter_2.txt,
Grade_9,English,Grade_9\English\Chapter_3.txt,34,34,52944,52108,Grade_9\English\Chapter_3.txt,
Grade_9,English,Grade_9\English\Chapter_4.txt,35,35,58252,57445,Grade_9\English\Chapter_4.txt,
Grade_9,English,Grade_9\English\Chapter_5.txt,34,34,55997,55262,Grade_9\English\Chapter_5.txt,
Grade_9,English,Grade_9\English\Chapter_6.txt,37,37,55052,53973,Grade_9\English\Chapter_6.txt,
Grade_9,English,Grade_9\English\Chapter_7.txt,37,37,57985,56763,Grade_9\English\Chapter_7.txt,
Grade_9,English,Grade_9\English\Chapter_8.txt,30,30,46106,45346,Grade_9\English\Chapter_8.txt,
Grade_9,English,Grade_9\English\Chapter_9.txt,32,32,49254,48279,Grade_9\English\Chapter_9.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_1.txt,15,23,33950,32517,Grade_9\Health_and_Physical_Education\Chapter_1.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_10.txt,10,14,18374,17737,Grade_9\Health_and_Physical_Education\Chapter_10.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_11.txt,16,23,31685,30509,Grade_9\Health_and_Physical_Education\Chapter_11.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_12.txt,8,11,16723,16263,Grade_9\Health_and_Physical_Education\Chapter_12.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_13.txt,9,13,24239,23576,Grade_9\Health_and_Physical_Education\Chapter_13.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_14.txt,11,16,21966,20317,Grade_9\Health_and_Physical_Education\Chapter_14.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_2.txt,14,21,35499,33201,Grade_9\Health_and_Physical_Education\Chapter_2.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_3.txt,8,12,17663,17085,Grade_9\Health_and_Physical_Education\Chapter_3.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_4.txt,8,12,17130,15883,Grade_9\Health_and_Physical_Education\Chapter_4.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_5.txt,7,10,16280,15709,Grade_9\Health_and_Physical_Education\Chapter_5.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_6.txt,28,41,45818,43704,Grade_9\Health_and_Physical_Education\Chapter_6.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_7.txt,28,41,52135,50334,Grade_9\Health_and_Physical_Education\Chapter_7.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_8.txt,10,14,20733,20089,Grade_9\Health_and_Physical_Education\Chapter_8.txt,
Grade_9,Health_and_Physical_Education,Grade_9\Health_and_Physical_Education\Chapter_9.txt,32,47,50004,48354,Grade_9\Health_and_Physical_Education\Chapter_9.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_1.txt,54,54,68891,67867,Grade_9\Hindi\Chapter_1.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_10.txt,16,16,11207,10913,Grade_9\Hindi\Chapter_10.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_11.txt,5,5,4109,4002,Grade_9\Hindi\Chapter_11.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_12.txt,5,5,4746,4610,Grade_9\Hindi\Chapter_12.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_13.txt,5,5,4228,4119,Grade_9\Hindi\Chapter_13.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_2.txt,49,49,74637,73678,Grade_9\Hindi\Chapter_2.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_3.txt,40,40,55810,54833,Grade_9\Hindi\Chapter_3.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_4.txt,28,28,41526,40907,Grade_9\Hindi\Chapter_4.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_5.txt,20,20,28212,27663,Grade_9\Hindi\Chapter_5.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_6.txt,21,21,21768,21285,Grade_9\Hindi\Chapter_6.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_7.txt,13,13,10422,10047,Grade_9\Hindi\Chapter_7.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_8.txt,10,10,8481,8191,Grade_9\Hindi\Chapter_8.txt,
Grade_9,Hindi,Grade_9\Hindi\Chapter_9.txt,7,7,6703,6537,Grade_9\Hindi\Chapter_9.txt,
Grade_9,ICT,Grade_9\ICT\Chapter_1.txt,13,25,20060,19290,Grade_9\ICT\Chapter_1.txt,
Grade_9,ICT,Grade_9\ICT\Chapter_2.txt,25,49,20899,19412,Grade_9\ICT\Chapter_2.txt,
Grade_9,ICT,Grade_9\ICT\Chapter_3.txt,18,35,14763,13738,Grade_9\ICT\Chapter_3.txt,
Grade_9,ICT,Grade_9\ICT\Chapter_4.txt,13,25,12302,11460,Grade_9\ICT\Chapter_4.txt,
Grade_9,ICT,Grade_9\ICT\Chapter_5.txt,8,11,6532,6262,Grade_9\ICT\Chapter_5.txt,
Grade_9,ICT,Grade_9\ICT\Chapter_6.txt,15,15,18927,18274,Grade_9\ICT\Chapter_6.txt,
Grade_9,ICT,Grade_9\ICT\Chapter_7.txt,9,13,10540,10003,Grade_9\ICT\Chapter_7.txt,
Grade_9,ICT,Grade_9\ICT\Chapter_8.txt,21,40,13880,12845,Grade_9\ICT\Chapter_8.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_1.txt,24,36,34277,31135,Grade_9\Mathematics\Chapter_1.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_10.txt,6,8,6384,5898,Grade_9\Mathematics\Chapter_10.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_11.txt,14,21,22067,21361,Grade_9\Mathematics\Chapter_11.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_12.txt,16,24,16499,15719,Grade_9\Mathematics\Chapter_12.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_2.txt,18,27,29215,28059,Grade_9\Mathematics\Chapter_2.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_3.txt,12,17,16238,15996,Grade_9\Mathematics\Chapter_3.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_4.txt,5,8,9106,8839,Grade_9\Mathematics\Chapter_4.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_5.txt,9,13,18171,17976,Grade_9\Mathematics\Chapter_5.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_6.txt,14,20,16110,15740,Grade_9\Mathematics\Chapter_6.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_7.txt,21,31,24063,23745,Grade_9\Mathematics\Chapter_7.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_8.txt,12,18,14850,14623,Grade_9\Mathematics\Chapter_8.txt,
Grade_9,Mathematics,Grade_9\Mathematics\Chapter_9.txt,15,22,20859,20517,Grade_9\Mathematics\Chapter_9.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_1.txt,18,24,39975,24124,Grade_9\Sanskrit\Chapter_1.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_10.txt,28,38,40064,30907,Grade_9\Sanskrit\Chapter_10.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_11.txt,4,4,5030,2633,Grade_9\Sanskrit\Chapter_11.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_12.txt,11,11,11383,7971,Grade_9\Sanskrit\Chapter_12.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_2.txt,21,21,34769,19313,Grade_9\Sanskrit\Chapter_2.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_3.txt,19,19,23659,14497,Grade_9\Sanskrit\Chapter_3.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_4.txt,18,18,35543,20668,Grade_9\Sanskrit\Chapter_4.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_5.txt,20,26,35588,19308,Grade_9\Sanskrit\Chapter_5.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_6.txt,34,47,38808,22045,Grade_9\Sanskrit\Chapter_6.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_7.txt,14,14,19821,14921,Grade_9\Sanskrit\Chapter_7.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_8.txt,24,32,34798,25954,Grade_9\Sanskrit\Chapter_8.txt,
Grade_9,Sanskrit,Grade_9\Sanskrit\Chapter_9.txt,11,11,16075,13450,Grade_9\Sanskrit\Chapter_9.txt,
